,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tên dự án:,Delivery Management System,Số test case:,716,,,,,,,,,,,
832,Usr_ThemTK_TC_20,User Management,Usr_ThemTK,Thêm tài khoản vào hệ thống,Kiểm tra loading state,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra loading state,Test Data TBD,Expected Result TBD,,,,Medium
833,Usr_XoaTK_TC_01,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xóa tài khoản thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xóa tài khoản thành công,Test Data TBD,Expected Result TBD,,,,Medium
834,Usr_XoaTK_TC_02,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra hộp thoại xác nhận,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hộp thoại xác nhận,Test Data TBD,Expected Result TBD,,,,Medium
835,Usr_XoaTK_TC_03,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Hủy xóa tài khoản,User đã đăng nhập. Hệ thống sẵn sàng.,1,Hủy xóa tài khoản,Test Data TBD,Expected Result TBD,,,,Medium
836,Usr_XoaTK_TC_04,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xác nhận xóa tài khoản,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xác nhận xóa tài khoản,Test Data TBD,Expected Result TBD,,,,Medium
837,Usr_XoaTK_TC_05,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xóa tài khoản khi đang hoạt động,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xóa tài khoản khi đang hoạt động,Test Data TBD,Expected Result TBD,,,,Medium
838,Usr_XoaTK_TC_06,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xóa tài khoản có dữ liệu,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xóa tài khoản có dữ liệu,Test Data TBD,Expected Result TBD,,,,Medium
839,Usr_XoaTK_TC_07,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xóa multiple tài khoản,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xóa multiple tài khoản,Test Data TBD,Expected Result TBD,,,,Medium
840,Usr_XoaTK_TC_08,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra soft delete,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra soft delete,Test Data TBD,Expected Result TBD,,,,Medium
841,Usr_XoaTK_TC_09,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra hard delete,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hard delete,Test Data TBD,Expected Result TBD,,,,Medium
842,Usr_XoaTK_TC_10,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra xóa không được chọn,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra xóa không được chọn,Test Data TBD,Expected Result TBD,,,,Medium
843,Usr_XoaTK_TC_11,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra dữ liệu vẫn trong DB,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra dữ liệu vẫn trong DB,Test Data TBD,Expected Result TBD,,,,Medium
844,Usr_XoaTK_TC_12,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xóa tài khoản có session active,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xóa tài khoản có session active,Test Data TBD,Expected Result TBD,,,,Medium
845,Usr_XoaTK_TC_13,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra quyền xóa Admin only,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra quyền xóa Admin only,Test Data TBD,Expected Result TBD,,,,Medium
846,Usr_XoaTK_TC_14,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Xóa khi Session hết hạn,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xóa khi Session hết hạn,Test Data TBD,Expected Result TBD,,,,Medium
847,Usr_XoaTK_TC_15,User Management,Usr_XoaTK,Xóa tài khoản khỏi hệ thống,Kiểm tra Double-click protection,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra Double-click protection,Test Data TBD,Expected Result TBD,,,,Medium
848,Usr_CapNhatTK_TC_01,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Cập nhật thông tin thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Cập nhật thông tin thành công,Test Data TBD,Expected Result TBD,,,,Medium
849,Usr_CapNhatTK_TC_02,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Cập nhật email,User đã đăng nhập. Hệ thống sẵn sàng.,1,Cập nhật email,Test Data TBD,Expected Result TBD,,,,Medium
850,Usr_CapNhatTK_TC_03,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Cập nhật role,User đã đăng nhập. Hệ thống sẵn sàng.,1,Cập nhật role,Test Data TBD,Expected Result TBD,,,,Medium
851,Usr_CapNhatTK_TC_04,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Cập nhật quyền truy cập,User đã đăng nhập. Hệ thống sẵn sàng.,1,Cập nhật quyền truy cập,Test Data TBD,Expected Result TBD,,,,Medium
852,Usr_CapNhatTK_TC_05,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Cập nhật phòng ban,User đã đăng nhập. Hệ thống sẵn sàng.,1,Cập nhật phòng ban,Test Data TBD,Expected Result TBD,,,,Medium
853,Usr_CapNhatTK_TC_06,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra email sai định dạng,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra email sai định dạng,Test Data TBD,Expected Result TBD,,,,Medium
854,Usr_CapNhatTK_TC_07,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra email trùng user khác,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra email trùng user khác,Test Data TBD,Expected Result TBD,,,,Medium
855,Usr_CapNhatTK_TC_08,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Cập nhật kích hoạt/khóa tài khoản,User đã đăng nhập. Hệ thống sẵn sàng.,1,Cập nhật kích hoạt/khóa tài khoản,Test Data TBD,Expected Result TBD,,,,Medium
856,Usr_CapNhatTK_TC_09,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra để trống email,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra để trống email,Test Data TBD,Expected Result TBD,,,,Medium
857,Usr_CapNhatTK_TC_10,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra để trống role,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra để trống role,Test Data TBD,Expected Result TBD,,,,Medium
858,Usr_CapNhatTK_TC_11,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra SQL Injection,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra SQL Injection,Test Data TBD,Expected Result TBD,,,,Medium
859,Usr_CapNhatTK_TC_12,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra XSS protection,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra XSS protection,Test Data TBD,Expected Result TBD,,,,Medium
860,Usr_CapNhatTK_TC_13,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra thời gian phản hồi,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra thời gian phản hồi,Test Data TBD,Expected Result TBD,,,,Medium
861,Usr_CapNhatTK_TC_14,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra UI Responsive,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra UI Responsive,Test Data TBD,Expected Result TBD,,,,Medium
862,Usr_CapNhatTK_TC_15,User Management,Usr_CapNhatTK,Cập nhật thông tin về tài khoản,Kiểm tra thông báo lỗi,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra thông báo lỗi,Test Data TBD,Expected Result TBD,,,,Medium
863,Dark_Mode_TC_01,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Bật chế độ Dark thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Bật chế độ Dark thành công,Test Data TBD,Expected Result TBD,,,,Medium
864,Dark_Mode_TC_02,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Tắt chế độ Dark thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tắt chế độ Dark thành công,Test Data TBD,Expected Result TBD,,,,Medium
865,Dark_Mode_TC_03,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra toggle button,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra toggle button,Test Data TBD,Expected Result TBD,,,,Medium
866,Dark_Mode_TC_04,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra lưu trạng thái (localStorage),User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra lưu trạng thái (localStorage),Test Data TBD,Expected Result TBD,,,,Medium
867,Dark_Mode_TC_05,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra auto detect system theme,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra auto detect system theme,Test Data TBD,Expected Result TBD,,,,Medium
868,Dark_Mode_TC_06,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra toàn bộ giao diện được thay đổi,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra toàn bộ giao diện được thay đổi,Test Data TBD,Expected Result TBD,,,,Medium
869,Dark_Mode_TC_07,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra màu sắc contrast,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra màu sắc contrast,Test Data TBD,Expected Result TBD,,,,Medium
870,Dark_Mode_TC_08,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra khả năng đọc text,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra khả năng đọc text,Test Data TBD,Expected Result TBD,,,,Medium
871,Dark_Mode_TC_09,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra icon color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra icon color,Test Data TBD,Expected Result TBD,,,,Medium
872,Dark_Mode_TC_10,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra button color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra button color,Test Data TBD,Expected Result TBD,,,,Medium
873,Dark_Mode_TC_11,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra link color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra link color,Test Data TBD,Expected Result TBD,,,,Medium
874,Dark_Mode_TC_12,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra input field color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra input field color,Test Data TBD,Expected Result TBD,,,,Medium
875,Dark_Mode_TC_13,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra chart color scheme,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra chart color scheme,Test Data TBD,Expected Result TBD,,,,Medium
876,Dark_Mode_TC_14,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra table color scheme,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra table color scheme,Test Data TBD,Expected Result TBD,,,,Medium
877,Dark_Mode_TC_15,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra modal color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra modal color,Test Data TBD,Expected Result TBD,,,,Medium
878,Dark_Mode_TC_16,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra dropdown color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra dropdown color,Test Data TBD,Expected Result TBD,,,,Medium
879,Dark_Mode_TC_17,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra border color,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra border color,Test Data TBD,Expected Result TBD,,,,Medium
880,Dark_Mode_TC_18,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra shadow effect,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra shadow effect,Test Data TBD,Expected Result TBD,,,,Medium
881,Dark_Mode_TC_19,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra transition animation,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra transition animation,Test Data TBD,Expected Result TBD,,,,Medium
882,Dark_Mode_TC_20,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra trên mobile,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trên mobile,Test Data TBD,Expected Result TBD,,,,Medium
883,Dark_Mode_TC_21,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra trên tablet,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trên tablet,Test Data TBD,Expected Result TBD,,,,Medium
884,Dark_Mode_TC_22,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra refresh trang giữ nguyên theme,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra refresh trang giữ nguyên theme,Test Data TBD,Expected Result TBD,,,,Medium
885,Dark_Mode_TC_23,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra logout sau đó login vẫn giữ theme,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra logout sau đó login vẫn giữ theme,Test Data TBD,Expected Result TBD,,,,Medium
886,Dark_Mode_TC_24,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra giao diện form,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra giao diện form,Test Data TBD,Expected Result TBD,,,,Medium
887,Dark_Mode_TC_25,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra giao diện notification,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra giao diện notification,Test Data TBD,Expected Result TBD,,,,Medium
888,Dark_Mode_TC_26,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra giao diện toast message,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra giao diện toast message,Test Data TBD,Expected Result TBD,,,,Medium
889,Dark_Mode_TC_27,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra hình ảnh trong dark mode,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hình ảnh trong dark mode,Test Data TBD,Expected Result TBD,,,,Medium
890,Dark_Mode_TC_28,Dark Mode,Dark_Mode,Chức năng chế độ đổi màu giao diện,Kiểm tra video player,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra video player,Test Data TBD,Expected Result TBD,,,,Medium
891,Translate_TC_01,Translate,Translate,Chức năng dịch chữ,Chuyển sang Tiếng Anh thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Chuyển sang Tiếng Anh thành công,Test Data TBD,Expected Result TBD,,,,Medium
892,Translate_TC_02,Translate,Translate,Chức năng dịch chữ,Chuyển sang Tiếng Việt thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Chuyển sang Tiếng Việt thành công,Test Data TBD,Expected Result TBD,,,,Medium
893,Translate_TC_03,Translate,Translate,Chức năng dịch chữ,Chuyển sang Tiếng Trung Quốc,User đã đăng nhập. Hệ thống sẵn sàng.,1,Chuyển sang Tiếng Trung Quốc,Test Data TBD,Expected Result TBD,,,,Medium
894,Translate_TC_04,Translate,Translate,Chức năng dịch chữ,Kiểm tra lưu ngôn ngữ (localStorage),User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra lưu ngôn ngữ (localStorage),Test Data TBD,Expected Result TBD,,,,Medium
895,Translate_TC_05,Translate,Translate,Chức năng dịch chữ,Kiểm tra auto detect browser language,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra auto detect browser language,Test Data TBD,Expected Result TBD,,,,Medium
896,Translate_TC_06,Translate,Translate,Chức năng dịch chữ,Kiểm tra toàn bộ nội dung được dịch,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra toàn bộ nội dung được dịch,Test Data TBD,Expected Result TBD,,,,Medium
897,Translate_TC_07,Translate,Translate,Chức năng dịch chữ,Kiểm tra menu navigation,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra menu navigation,Test Data TBD,Expected Result TBD,,,,Medium
898,Translate_TC_08,Translate,Translate,Chức năng dịch chữ,Kiểm tra form labels,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra form labels,Test Data TBD,Expected Result TBD,,,,Medium
899,Translate_TC_09,Translate,Translate,Chức năng dịch chữ,Kiểm tra form placeholders,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra form placeholders,Test Data TBD,Expected Result TBD,,,,Medium
900,Translate_TC_10,Translate,Translate,Chức năng dịch chữ,Kiểm tra button text,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra button text,Test Data TBD,Expected Result TBD,,,,Medium
901,Translate_TC_11,Translate,Translate,Chức năng dịch chữ,Kiểm tra error messages,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra error messages,Test Data TBD,Expected Result TBD,,,,Medium
902,Translate_TC_12,Translate,Translate,Chức năng dịch chữ,Kiểm tra success messages,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra success messages,Test Data TBD,Expected Result TBD,,,,Medium
903,Translate_TC_13,Translate,Translate,Chức năng dịch chữ,Kiểm tra dialog titles,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra dialog titles,Test Data TBD,Expected Result TBD,,,,Medium
904,Translate_TC_14,Translate,Translate,Chức năng dịch chữ,Kiểm tra dialog content,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra dialog content,Test Data TBD,Expected Result TBD,,,,Medium
905,Translate_TC_15,Translate,Translate,Chức năng dịch chữ,Kiểm tra table headers,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra table headers,Test Data TBD,Expected Result TBD,,,,Medium
906,Translate_TC_16,Translate,Translate,Chức năng dịch chữ,Kiểm tra tooltip text,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra tooltip text,Test Data TBD,Expected Result TBD,,,,Medium
907,Translate_TC_17,Translate,Translate,Chức năng dịch chữ,Kiểm tra notification messages,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra notification messages,Test Data TBD,Expected Result TBD,,,,Medium
